concept id	representation id	en
FMA71309	BP9080	set of interspinales cervicis
FMA71313	BP8467	set of levatores costarum longi
FMA71314	BP8676	set of levatores costarum breves
FMA71318	BP8054	set of lumbricals of hand
FMA71319	BP8037	set of dorsal interossei of hand
FMA71320	BP8247	set of palmar interossei of hand
FMA71442	BP9131	set of anterior cervical intertransversarii
FMA71443	BP8656	set of posterior cervical intertransversarii
FMA71502	BP8125	set of posterior temporal branches of lateral occipital artery
FMA71537	BP10612	set of oesophageal branches of thoracic aorta
FMA71562	BP6653	set of calcaneal branches of posterior tibial artery
FMA71564	BP6649	set of plantar digital arteries proper
FMA71708	BP6171	right lobe branch of right hepatic artery
FMA71709	BP8504	subdivision of right lobe branch of right hepatic artery
FMA71710	BP6179	left lobe branch of left hepatic artery
FMA71736	BP7852	subdivision of left lobe branch of left hepatic artery
FMA71856	BP7809	segment of biliary tree
FMA71859	BP8660	segment of right hepatic biliary tree
FMA71860	BP7808	segment of left hepatic biliary tree
FMA71865	BP8659	segmental tributary of right hepatic biliary tree
FMA71866	BP7807	segmental tributary of left hepatic biliary tree
FMA71867	BP8932	anterior superior tributary of right hepatic biliary tree
FMA71868	BP9262	anterior inferior tributary of right hepatic biliary tree
FMA71869	BP8658	posterior superior tributary of right hepatic biliary tree
FMA71870	BP9072	posterior inferior tributary of right hepatic biliary tree
FMA71885	BP8213	medial superior tributary of left hepatic biliary tree
FMA71886	BP7806	medial inferior tributary of left hepatic biliary tree
FMA71887	BP8734	lateral superior tributary of left hepatic biliary tree
FMA71888	BP8845	lateral inferior tributary of left hepatic biliary tree
FMA71889	BP5653	caudate lobe tributary of left hepatic biliary tree
FMA71903	BP7910	subdivision of hepatic portal vein
FMA71904	BP8801	pre-hepatic portal vein
FMA71905	BP7909	subdivision of right hepatic portal vein
FMA71906	BP8271	subdivision of left hepatic portal vein
FMA71907	BP8923	trunk of branch of hepatic portal vein
FMA71908	BP8864	proximal phalanx of left middle finger
FMA71915	BP8328	proximal phalanx of left index finger
FMA71916	BP7936	proximal phalanx of left ring finger
FMA72058	BP8293	intrinsic ligament of larynx
FMA72308	BP8290	stylohyoid ligament
FMA72309	BP8422	right stylohyoid ligament
FMA72311	BP8289	left stylohyoid ligament
FMA72417	BP6568	brachium of superior colliculus
FMA72653	BP10457	right superior frontal gyrus
FMA72654	BP10453	left superior frontal gyrus
FMA72655	BP10461	right middle frontal gyrus
FMA72656	BP10463	left middle frontal gyrus
FMA72657	BP10442	right inferior frontal gyrus
FMA72658	BP10475	left inferior frontal gyrus
FMA72661	BP10459	right precentral gyrus
FMA72662	BP10466	left precentral gyrus
FMA72665	BP10480	right postcentral gyrus
FMA72666	BP10473	left postcentral gyrus
FMA72667	BP10469	right supramarginal gyrus
FMA72668	BP10438	left supramarginal gyrus
FMA72669	BP10465	right angular gyrus
FMA72670	BP10462	left angular gyrus
FMA72671	BP10460	right superior parietal lobule
FMA72672	BP10458	left superior parietal lobule
FMA72685	BP10448	right middle temporal gyrus
FMA72686	BP10446	left middle temporal gyrus
FMA72687	BP10483	right inferior temporal gyrus
FMA72688	BP10437	left inferior temporal gyrus
FMA72689	BP10450	right fusiform gyrus
FMA72690	BP10449	left fusiform gyrus
FMA72705	BP10447	right parahippocampal gyrus
FMA72706	BP10439	left parahippocampal gyrus
FMA72713	BP10432	right hippocampus
FMA72714	BP10455	left hippocampus
FMA72717	BP10488	right cingulate gyrus
FMA72718	BP10471	left cingulate gyrus
FMA72800	BP10484	anterior part of right superior temporal gyrus
FMA72801	BP10464	anterior part of left superior temporal gyrus
FMA72804	BP10433	posterior part of right superior temporal gyrus
FMA72805	BP10444	posterior part of left superior temporal gyrus
FMA72826	BP10425	right caudate nucleus
FMA72827	BP10482	left caudate nucleus
FMA72828	BP10426	right putamen
FMA72829	BP10474	left putamen
FMA72830	BP10481	right globus pallidus
FMA72831	BP10485	left globus pallidus
FMA72832	BP10478	right amygdala
FMA72833	BP10428	left amygdala
FMA72906	BP10445	right internal capsule
FMA72907	BP10456	left internal capsule
FMA72924	BP10452	right fornix of forebrain
FMA72925	BP10472	left fornix of forebrain
FMA72940	BP10422	left stria terminalis
FMA72975	BP10440	right occipital lobe
FMA72976	BP10477	left occipital lobe
FMA72977	BP10476	right insula
FMA72978	BP10486	left insula
FMA73203	BP6422	trunk of subdivision of axillary artery
FMA73204	BP6430	trunk of branch of common iliac artery
FMA73303	BP10429	right lateral geniculate body
FMA73304	BP10443	left lateral geniculate body
FMA73309	BP7746	right medial geniculate body
FMA73310	BP9165	left medial geniculate body
FMA73413	BP10431	right stria medullaris of thalamus
FMA73414	BP10435	left stria medullaris of thalamus
FMA73422	BP10470	right superior colliculus
FMA73423	BP10424	left superior colliculus
FMA73434	BP10427	right inferior colliculus
FMA73435	BP10479	left inferior colliculus
FMA73461	BP6570	brachium of right superior colliculus
FMA73462	BP6569	brachium of left superior colliculus
FMA73463	BP10454	brachium of right inferior colliculus
FMA73464	BP10441	brachium of left inferior colliculus
FMA74075	BP6637	set of right levatores costarum longi
FMA74076	BP8466	set of left levatores costarum longi
FMA74077	BP6639	set of right levatores costarum breves
FMA74078	BP8675	set of left levatores costarum breves
FMA74779	BP8468	musculature of chest
FMA74866	BP6547	zone of diencephalon
FMA74877	BP6596	mammillary body
FMA74912	BP8970	trunk of anterior interventricular branch of left coronary artery
FMA75351	BP6671	interventricular foramen
FMA75445	BP8427	membrane organ component
FMA75865	BP8450	trunk of branch of internal carotid artery
FMA76107	BP8449	trunk of branch of middle cerebral artery
FMA76127	BP8448	trunk of inferior terminal branch of middle cerebral artery
FMA76128	BP8447	trunk of inferior terminal branch of right middle cerebral artery
FMA76129	BP10241	trunk of inferior terminal branch of left middle cerebral artery
FMA76259	BP7799	branch of vertebral artery
FMA76264	BP7798	intracranial branch of vertebral artery
FMA76269	BP7896	branch of basilar artery
FMA76301	BP6415	trunk of branch of subclavian artery
FMA76547	BP8673	trunk of branch of common hepatic artery
FMA76574	BP10569	trunk of gastroduodenal artery
FMA76582	BP8672	trunk of hepatic artery
FMA76767	BP8603	anterior cardiac vein
FMA76903	BP8609	left duct of caudate lobe of liver
FMA76998	BP6328	supreme intercostal artery
FMA77140	BP6300	ulnar recurrent artery
FMA77144	BP6294	recurrent interosseous artery
FMA77155	BP6077	popliteal artery
FMA77168	BP10348	median sacral vein
FMA77177	BP8050	iliocostalis
FMA77178	BP8987	longissimus
FMA77179	BP8423	spinalis
FMA77180	BP8024	splenius
FMA77380	BP6078	right popliteal artery
FMA77381	BP6079	left popliteal artery
FMA77439	BP8121	artery of central sulcus
FMA77498	BP5939	circumflex scapular vein
FMA77499	BP5952	anterior circumflex humeral vein
FMA77883	BP10336	subdivision of brachiocephalic vein
FMA77884	BP5905	subdivision of subclavian vein
FMA77949	BP5940	right circumflex scapular vein
FMA77950	BP5941	left circumflex scapular vein
FMA77954	BP5953	right anterior circumflex humeral vein
FMA77955	BP5954	left anterior circumflex humeral vein
FMA78021	BP5946	medial brachial vein
FMA78048	BP10269	subdivision of superior vena caval tree
FMA78049	BP8187	subdivision of inferior vena caval tree
FMA78121	BP10568	superior phrenic vein
FMA78204	BP10273	subdivision of external iliac vein
FMA78207	BP5929	tributary of basilic vein
FMA78447	BP5512	region of ventricular system of brain
FMA78448	BP5513	lateral ventricle
FMA78449	BP10436	right lateral ventricle
FMA78450	BP10468	left lateral ventricle
FMA78454	BP5515	third ventricle
FMA78467	BP5516	cerebral aqueduct
FMA78469	BP5514	fourth ventricle
FMA78497	BP5511	central canal of spinal cord
FMA78562	BP8127	set of organ regions
FMA78590	BP6618	set of heterogeneous clusters
FMA79615	BP7776	branch of postcommunicating part of anterior cerebral artery
FMA79631	BP8510	branch of sphenoid part of middle cerebral artery
FMA79658	BP6210	dorsal scapular artery
FMA79979	BP5613	sternocostal part of right pectoralis major
FMA79980	BP8323	sternocostal part of left pectoralis major
FMA81150	BP5686	lobule of cerebral hemisphere
FMA81752	BP4731	right cervical rotator
FMA81753	BP9111	left cervical rotator
FMA82472	BP7772	cardinal organ part
FMA82478	BP8669	lobular organ component
FMA82481	BP6489	organ chamber
FMA82485	BP8062	organ component layer
FMA82494	BP8729	lobular segment
FMA82500	BP8061	membranous layer
FMA82594	BP6018	segment of subclavian artery
FMA82695	BP8922	trunk of right portal vein
FMA82697	BP9233	trunk of left portal vein
FMA82706	BP5784	caudate lobe branch of right portal vein
FMA82734	BP5721	right long ciliary nerve
FMA82735	BP5722	left long ciliary nerve
FMA83115	BP9173	cell part cluster
FMA83143	BP9172	cell part cluster of neuraxis
FMA83153	BP6494	organ component of neuraxis
FMA83465	BP6555	segment of white matter of neuraxis
FMA83563	BP8555	subdivision of muscle layer
FMA83686	BP9169	nucleus of neuraxis
FMA83738	BP6668	subarachnoid incisure
FMA83740	BP6669	interpeduncular fossa
FMA83840	BP9168	nucleus of brain
FMA83854	BP6561	stria of neuraxis
FMA83856	BP6556	lamina of neuraxis
FMA83857	BP6567	brachium of neuraxis
FMA83860	BP6559	peduncle of neuraxis
FMA83865	BP6565	fornix of neuraxis
FMA83874	BP5668	gyrus of neuraxis
FMA83904	BP6579	septum of neuraxis
FMA83906	BP6550	commissure of neuraxis
FMA83912	BP6594	gray matter of diencephalon
FMA83915	BP6595	gray matter of hypothalamus
FMA83929	BP6554	white matter of neuraxis
FMA83930	BP6572	white matter of telencephalon
FMA83966	BP5496	tentorium cerebelli
FMA84054	BP6546	zone of neuraxis
FMA84059	BP6583	nuclear complex of neuraxis
FMA84081	BP5524	circumventricular organ of neuraxis
FMA84201	BP5435	secondary incisor tooth
FMA84203	BP5477	secondary canine tooth
FMA84207	BP5449	secondary molar tooth
FMA84881	BP6667	subdivision of subarachnoid space
FMA84926	BP6665	anatomical compartment space
FMA84953	BP6666	space of compartment of head
FMA85095	BP5990	proper palmar digital vein of little finger
FMA85096	BP5994	proper palmar digital vein of right index finger
FMA85097	BP5995	proper palmar digital vein of left index finger
FMA85098	BP5985	proper palmar digital vein of right middle finger
FMA85099	BP5986	proper palmar digital vein of left middle finger
FMA85100	BP5988	proper palmar digital vein of right ring finger
FMA85101	BP5989	proper palmar digital vein of left ring finger
FMA85102	BP5991	proper palmar digital vein of right little finger
FMA85103	BP5992	proper palmar digital vein of left little finger
FMA85107	BP6111	third common palmar digital artery
FMA85108	BP6114	fourth common palmar digital artery
FMA85109	BP6101	branch of first common palmar digital artery
FMA85110	BP6123	branch of second common palmar digital artery
FMA85111	BP6127	medial proper palmar digital artery of middle finger
FMA85112	BP6128	medial proper palmar digital artery of right middle finger
FMA85114	BP6124	lateral proper palmar digital artery of ring finger
FMA85115	BP6125	lateral proper palmar digital artery of right ring finger
FMA85116	BP6126	lateral proper palmar digital artery of left ring finger
FMA85117	BP6117	branch of third common palmar digital artery
FMA85118	BP6100	left first common palmar digital artery
FMA85119	BP6109	right second common palmar digital artery
FMA85120	BP6110	left second common palmar digital artery
FMA85121	BP6112	right third common palmar digital artery
FMA85122	BP6113	left third common palmar digital artery
FMA85123	BP6115	right fourth common palmar digital artery
FMA85124	BP6116	left fourth common palmar digital artery
FMA85453	BP7942	head of muscle organ
FMA86020	BP6206	subdivision of transverse cervical artery
FMA86033	BP9019	opponens digiti minimi of foot
FMA86034	BP5046	opponens digiti minimi of right foot
FMA86035	BP9018	opponens digiti minimi of left foot
FMA86103	BP7818	region of organ component
FMA86127	BP9136	branch of posterior choroidal artery
FMA86140	BP7770	organ segment
FMA86187	BP7768	segment of arterial tree organ
FMA86188	BP7844	segment of venous tree organ
FMA86195	BP5757	segment of lacrimal duct
FMA86212	BP7817	region of wall of heart
FMA86254	BP6017	segment of systemic artery
FMA86256	BP10250	segment of arterial trunk
FMA86340	BP7665	superior segmental branch of right renal artery
FMA86341	BP7677	superior segmental branch of left renal artery
FMA86346	BP7668	inferior segmental branch of right renal artery
FMA86347	BP7675	inferior segmental branch of left renal artery
FMA86348	BP7670	posterior segmental branch of right renal artery
FMA86349	BP7678	posterior segmental branch of left renal artery
FMA86375	BP8190	ligament organ component
FMA86464	BP6576	corpus callosum
FMA86565	BP8575	region of papillary muscle of left ventricle
FMA86566	BP8574	region of lateral papillary muscle of left ventricle
FMA87217	BP6004	descending thoracic aorta
FMA87218	BP8222	trunk of coronary artery
FMA222905	BP8404	segment of colon
FMA223151	BP9170	internal gray matter component
FMA225818	BP5497	region of layer of wall of eyeball
FMA228667	BP8128	set of organ parts
FMA230984	BP9036	middle phalanx of little toe
FMA230986	BP9234	middle phalanx of right little toe
FMA230988	BP9035	middle phalanx of left little toe
FMA241998	BP6577	cerebral white matter
FMA242193	BP5508	region of cerebral cortex
FMA242770	BP5506	region of wall of ventricular system of neuraxis
FMA242789	BP5510	region of ventricular system of neuraxis
FMA256174	BP6573	region of cerebral white matter
FMA256194	BP5675	orbital gyrus
FMA256237	BP5660	segment of neuraxis
FMA256693	BP9167	nucleus of thalamus
FMA258714	BP10434	right thalamus
FMA258716	BP10487	left thalamus
FMA258847	BP5098	right calcaneal tendon
FMA258850	BP6514	right intermediate tendon
FMA260791	BP10430	white matter of right cerebral hemisphere
FMA260794	BP10423	white matter of left cerebral hemisphere
FMA264844	BP8739	left calcaneal tendon
FMA265178	BP9277	ligament of lower limb
FMA265180	BP9278	ligament of limb
FMA265400	BP5517	region of vascular layer of eyeball
FMA266054	BP5495	subdivision of cranial dura mater
FMA268667	BP6296	right recurrent interosseous artery
FMA268669	BP6295	left recurrent interosseous artery
FMA268712	BP6025	segment of anterior tibial artery
FMA268955	BP8089	region of papillary muscle
