parent id	parent name	child id	child name
FMA13444	apical segmental vein	FMA9437	left apical segmental vein
FMA13445	superior segmental vein	FMA8670	right superior segmental vein
FMA13883	wall of atrium	FMA9457	wall of right atrium
FMA13883	wall of atrium	FMA9531	wall of left atrium
FMA13894	intervertebral disk of lumbar vertebra	FMA16033	intervertebral disk of first lumbar vertebra
FMA13894	intervertebral disk of lumbar vertebra	FMA16034	intervertebral disk of second lumbar vertebra
FMA13894	intervertebral disk of lumbar vertebra	FMA16035	intervertebral disk of third lumbar vertebra
FMA13894	intervertebral disk of lumbar vertebra	FMA16036	intervertebral disk of fourth lumbar vertebra
FMA13894	intervertebral disk of lumbar vertebra	FMA16037	intervertebral disk of fifth lumbar vertebra
FMA13895	intervertebral disk of cervical vertebra	FMA13896	intervertebral disk of third cervical vertebra
FMA13895	intervertebral disk of cervical vertebra	FMA13897	intervertebral disk of fourth cervical vertebra
FMA13895	intervertebral disk of cervical vertebra	FMA13898	intervertebral disk of fifth cervical vertebra
FMA13895	intervertebral disk of cervical vertebra	FMA13899	intervertebral disk of sixth cervical vertebra
FMA13895	intervertebral disk of cervical vertebra	FMA13900	intervertebral disk of seventh cervical vertebra
FMA13895	intervertebral disk of cervical vertebra	FMA25058	intervertebral disk of axis
FMA13912	ventricular branch of right coronary artery	FMA3813	anterior ventricular branch of right coronary artery
FMA13912	ventricular branch of right coronary artery	FMA3835	posterior ventricular branch of right coronary artery
FMA13914	anterior branch of anterior interventricular branch of left coronary artery	FMA3870	right anterior branch of anterior interventricular branch of left coronary artery
FMA13921	branch of anterior interventricular branch of left coronary artery	FMA3860	diagonal branch of anterior descending branch of left coronary artery
FMA13921	branch of anterior interventricular branch of left coronary artery	FMA3868	conus branch of anterior interventricular branch of left coronary artery
FMA13921	branch of anterior interventricular branch of left coronary artery	FMA3892	septal branch of anterior interventricular artery
FMA13921	branch of anterior interventricular branch of left coronary artery	FMA13914	anterior branch of anterior interventricular branch of left coronary artery
FMA14065	organ component	FMA7146	organ component gland
FMA14065	organ component	FMA7232	cusp of cardiac valve
FMA14065	organ component	FMA7538	cartilage organ component
FMA14065	organ component	FMA9721	tendon
FMA14065	organ component	FMA45732	parenchyma
FMA14065	organ component	FMA58241	lens
FMA14065	organ component	FMA58838	suspensory ligament of lens
FMA14065	organ component	FMA63103	pancreatic duct tree
FMA14065	organ component	FMA67598	leaf of cardiac valve
FMA14065	organ component	FMA75445	membrane organ component
FMA14065	organ component	FMA82478	lobular organ component
FMA14065	organ component	FMA82481	organ chamber
FMA14065	organ component	FMA82485	organ component layer
FMA14065	organ component	FMA83153	organ component of neuraxis
FMA14065	organ component	FMA86375	ligament organ component
FMA14092	zone of small intestine	FMA14963	zone of ileum
FMA14092	zone of small intestine	FMA16980	zone of jejunum
FMA14284	venous tree organ	FMA49907	pulmonary venous tree organ
FMA14293	tributary of internal thoracic vein	FMA4731	superior epigastric vein
FMA14293	tributary of internal thoracic vein	FMA4732	musculophrenic vein
FMA14294	tributary of azygos vein	FMA4877	right superior intercostal vein
FMA14294	tributary of azygos vein	FMA4944	hemiazygos vein
FMA14294	tributary of azygos vein	FMA5011	accessory hemiazygos vein
FMA14294	tributary of azygos vein	FMA12858	ascending lumbar vein
FMA14309	subsegmental part of apical segmental vein	FMA68919	apical part of apical segmental vein
FMA14309	subsegmental part of apical segmental vein	FMA68920	anterior part of apical segmental vein
FMA14310	subsegmental part of anterior segmental vein	FMA8683	superior part of anterior segmental vein
FMA14310	subsegmental part of anterior segmental vein	FMA8693	inferior part of anterior segmental vein
FMA14317	tributary of external jugular vein	FMA14319	suprascapular vein
FMA14319	suprascapular vein	FMA50859	right suprascapular vein
FMA14319	suprascapular vein	FMA50860	left suprascapular vein
FMA14329	trunk of portal vein	FMA71907	trunk of branch of hepatic portal vein
FMA14333	common iliac vein	FMA21387	right common iliac vein
FMA14333	common iliac vein	FMA21388	left common iliac vein
FMA14334	renal vein	FMA14335	right renal vein
FMA14334	renal vein	FMA14336	left renal vein
FMA14337	hepatic vein	FMA14338	right hepatic vein
FMA14337	hepatic vein	FMA14339	left hepatic vein
FMA14337	hepatic vein	FMA14340	middle hepatic vein
FMA14344	testicular vein	FMA14341	right testicular vein
FMA14344	testicular vein	FMA14345	left testicular vein
FMA14348	suprarenal vein	FMA14343	right suprarenal vein
FMA14348	suprarenal vein	FMA14349	left suprarenal vein
FMA14495	segment of liver	FMA13365	caudate lobe of liver
FMA14540	segment of large intestine	FMA14544	rectum
FMA14540	segment of large intestine	FMA222905	segment of colon
FMA14645	mesentery of large intestine	FMA14647	transverse mesocolon
FMA14645	mesentery of large intestine	FMA16549	mesoappendix
FMA14678	extrahepatic bile duct	FMA14539	cystic duct
FMA14678	extrahepatic bile duct	FMA14668	common hepatic duct
FMA14678	extrahepatic bile duct	FMA14669	right hepatic duct
FMA14678	extrahepatic bile duct	FMA14670	left hepatic duct
FMA14734	inferior phrenic artery	FMA14746	right inferior phrenic artery
FMA14734	inferior phrenic artery	FMA14747	left inferior phrenic artery
FMA14751	renal artery	FMA14752	right renal artery
FMA14751	renal artery	FMA14753	left renal artery
FMA14754	middle suprarenal artery	FMA14755	right middle suprarenal artery
FMA14754	middle suprarenal artery	FMA14756	left middle suprarenal artery
FMA14758	testicular artery	FMA14759	right testicular artery
FMA14758	testicular artery	FMA14760	left testicular artery
FMA14764	common iliac artery	FMA14765	right common iliac artery
FMA14764	common iliac artery	FMA14766	left common iliac artery
FMA14767	trunk of branch of coeliac artery	FMA76547	trunk of branch of common hepatic artery
FMA14769	hepatic artery	FMA70439	subdivision of right hepatic artery
FMA14769	hepatic artery	FMA70440	subdivision of left hepatic artery
FMA14821	branch of ileocolic artery	FMA21520	branch of inferior branch of ileocolic artery
FMA14825	trunk of branch of inferior mesenteric artery	FMA21521	trunk of branch of left colic artery
FMA14837	subdivision of hepatic artery proper	FMA14769	hepatic artery
FMA14837	subdivision of hepatic artery proper	FMA14776	right gastric artery
FMA14963	zone of ileum	FMA14964	proximal part of ileum
FMA14963	zone of ileum	FMA14965	middle part of ileum
FMA14963	zone of ileum	FMA14966	distal part of ileum
FMA15041	taenia coli	FMA15042	taenia mesocolica
FMA15041	taenia coli	FMA15043	taenia omentalis
FMA15041	taenia coli	FMA15044	taenia libera
FMA15387	tributary of splenic vein	FMA15390	left gastroepiploic vein
FMA15387	tributary of splenic vein	FMA15391	inferior mesenteric vein
FMA15387	tributary of splenic vein	FMA15392	tributary of inferior mesenteric vein
FMA15392	tributary of inferior mesenteric vein	FMA15393	superior rectal vein
FMA15392	tributary of inferior mesenteric vein	FMA15394	left colic vein
FMA15392	tributary of inferior mesenteric vein	FMA15395	sigmoid vein
FMA15396	tributary of superior mesenteric vein	FMA15397	right gastroepiploic vein
FMA15396	tributary of superior mesenteric vein	FMA15398	pancreaticoduodenal vein
FMA15396	tributary of superior mesenteric vein	FMA15399	left gastric vein
FMA15396	tributary of superior mesenteric vein	FMA15400	right gastric vein
FMA15396	tributary of superior mesenteric vein	FMA15405	ileal vein
FMA15396	tributary of superior mesenteric vein	FMA15406	middle colic vein
FMA15396	tributary of superior mesenteric vein	FMA15407	right colic vein
FMA15396	tributary of superior mesenteric vein	FMA15408	ileocolic vein
FMA15737	hepatovenous subsector	FMA15739	hepatovenous segment ii
FMA15737	hepatovenous subsector	FMA15747	hepatovenous segment ix
FMA15737	hepatovenous subsector	FMA15755	region of anterior sector of right liver (in-vivo)
FMA15737	hepatovenous subsector	FMA15756	region of posterior sector of right liver (in-vivo)
FMA15737	hepatovenous subsector	FMA15757	region of anterior sector of left liver (in-vivo)
FMA15755	region of anterior sector of right liver (in-vivo)	FMA15743	hepatovenous segment v
FMA15755	region of anterior sector of right liver (in-vivo)	FMA15746	hepatovenous segment viii
FMA15756	region of posterior sector of right liver (in-vivo)	FMA15744	hepatovenous segment vi
FMA15756	region of posterior sector of right liver (in-vivo)	FMA15745	hepatovenous segment vii
FMA15757	region of anterior sector of left liver (in-vivo)	FMA15741	hepatovenous segment iii
FMA15757	region of anterior sector of left liver (in-vivo)	FMA15742	hepatovenous segment iv
FMA15791	tributary of right hepatic vein	FMA15796	posterior superior segmental tributary of right hepatic vein
FMA15791	tributary of right hepatic vein	FMA15797	posterior inferior segmental tributary of right hepatic vein
FMA15791	tributary of right hepatic vein	FMA15798	anterior superior segmental tributary of right hepatic vein
FMA15793	tributary of middle hepatic vein	FMA15800	anterior inferior segmental tributary of middle hepatic vein
FMA15793	tributary of middle hepatic vein	FMA15801	medial inferior segmental tributary of middle hepatic vein
FMA15794	tributary of left hepatic vein	FMA15802	medial superior segmental tributary of left hepatic vein
FMA15794	tributary of left hepatic vein	FMA15803	lateral superior segmental tributary of left hepatic vein
FMA15794	tributary of left hepatic vein	FMA15804	lateral inferior segmental tributary of left hepatic vein
FMA16585	hip bone	FMA16586	right hip bone
FMA16585	hip bone	FMA16587	left hip bone
FMA16980	zone of jejunum	FMA16981	proximal part of jejunum
FMA16980	zone of jejunum	FMA16982	middle part of jejunum
FMA16980	zone of jejunum	FMA16983	distal part of jejunum
FMA17541	tributary of hepatic vein	FMA15791	tributary of right hepatic vein
FMA17541	tributary of hepatic vein	FMA15793	tributary of middle hepatic vein
FMA17541	tributary of hepatic vein	FMA15794	tributary of left hepatic vein
FMA18060	psoas major	FMA22342	right psoas major
FMA18060	psoas major	FMA22343	left psoas major
FMA18255	epididymis	FMA18256	right epididymis
FMA18255	epididymis	FMA18257	left epididymis
FMA18805	external iliac artery	FMA18806	right external iliac artery
FMA18805	external iliac artery	FMA18807	left external iliac artery
FMA18808	internal iliac artery	FMA18809	right internal iliac artery
FMA18808	internal iliac artery	FMA18810	left internal iliac artery
FMA18883	external iliac vein	FMA18885	right external iliac vein
FMA18883	external iliac vein	FMA18886	left external iliac vein
FMA18884	internal iliac vein	FMA18887	right internal iliac vein
FMA18884	internal iliac vein	FMA18888	left internal iliac vein
FMA18889	tributary of internal iliac vein	FMA18902	iliolumbar vein
FMA18889	tributary of internal iliac vein	FMA18905	lateral sacral vein
FMA18889	tributary of internal iliac vein	FMA18908	superior gluteal vein
FMA18889	tributary of internal iliac vein	FMA18911	inferior gluteal vein
FMA18889	tributary of internal iliac vein	FMA18914	obturator vein
FMA18889	tributary of internal iliac vein	FMA18917	internal pudendal vein
FMA18889	tributary of internal iliac vein	FMA21240	tributary of internal pudendal vein
FMA18889	tributary of internal iliac vein	FMA77168	median sacral vein
FMA18902	iliolumbar vein	FMA18903	right iliolumbar vein
FMA18902	iliolumbar vein	FMA18904	left iliolumbar vein
FMA18905	lateral sacral vein	FMA18906	right lateral sacral vein
FMA18905	lateral sacral vein	FMA18907	left lateral sacral vein
FMA18908	superior gluteal vein	FMA18909	right superior gluteal vein
FMA18908	superior gluteal vein	FMA18910	left superior gluteal vein
FMA18911	inferior gluteal vein	FMA18912	right inferior gluteal vein
FMA18911	inferior gluteal vein	FMA18913	left inferior gluteal vein
FMA18914	obturator vein	FMA18915	right obturator vein
FMA18914	obturator vein	FMA18916	left obturator vein
FMA18917	internal pudendal vein	FMA18918	right internal pudendal vein
FMA18917	internal pudendal vein	FMA18919	left internal pudendal vein
FMA19082	piriformis	FMA22340	right piriformis
FMA19082	piriformis	FMA22341	left piriformis
FMA19083	obturator muscle	FMA22298	obturator internus
FMA19083	obturator muscle	FMA22299	obturator externus
FMA19086	muscle of pelvis	FMA19088	coccygeus
FMA19088	coccygeus	FMA46443	right coccygeus
FMA19088	coccygeus	FMA46444	left coccygeus
FMA19089	zone of levator ani	FMA19090	pubococcygeus
FMA19089	zone of levator ani	FMA19091	puborectalis
FMA19089	zone of levator ani	FMA19092	iliococcygeus
FMA19090	pubococcygeus	FMA45854	right pubococcygeus
FMA19090	pubococcygeus	FMA45855	left pubococcygeus
FMA19091	puborectalis	FMA45856	right puborectalis
FMA19091	puborectalis	FMA45857	left puborectalis
FMA19092	iliococcygeus	FMA45858	right iliococcygeus
FMA19092	iliococcygeus	FMA45859	left iliococcygeus
FMA19234	deferent duct	FMA19235	right deferent duct
FMA19234	deferent duct	FMA19236	left deferent duct
FMA19386	seminal vesicle	FMA19387	right seminal vesicle
FMA19386	seminal vesicle	FMA19388	left seminal vesicle
FMA19728	superficial perineal muscle	FMA21930	external anal sphincter
FMA19754	region of peritoneum	FMA20593	region of visceral peritoneum
FMA19783	loose connective tissue	FMA20111	mucoid tissue
FMA19795	dorsal artery of penis	FMA20818	right dorsal artery of penis
FMA19795	dorsal artery of penis	FMA20819	left dorsal artery of penis
FMA20107	irregular connective tissue	FMA19783	loose connective tissue
FMA20111	mucoid tissue	FMA58827	vitreous body
FMA20194	cavernous organ	FMA19617	corpus spongiosum of penis
FMA20221	zone of cavernous organ	FMA19618	corpus cavernosum of penis
FMA20221	zone of cavernous organ	FMA20247	zone of corpus spongiosum of penis
FMA20247	zone of corpus spongiosum of penis	FMA18247	glans penis
FMA20278	muscle of anterior abdominal wall	FMA13335	external oblique
FMA20289	lacrimal sac	FMA59545	right lacrimal sac
FMA20289	lacrimal sac	FMA59546	left lacrimal sac
FMA20570	peritoneal mesentery	FMA14643	mesentery of small intestine
FMA20570	peritoneal mesentery	FMA14645	mesentery of large intestine
FMA20593	region of visceral peritoneum	FMA20570	peritoneal mesentery
FMA20684	trunk of branch of external iliac artery	FMA69418	trunk of branch of popliteal artery
FMA20686	inferior epigastric artery	FMA20688	right inferior epigastric artery
FMA20686	inferior epigastric artery	FMA20689	left inferior epigastric artery
FMA20734	superficial epigastric artery	FMA20735	right superficial epigastric artery
FMA20734	superficial epigastric artery	FMA20736	left superficial epigastric artery
FMA20798	lateral circumflex femoral artery	FMA20801	right lateral circumflex femoral artery
FMA20798	lateral circumflex femoral artery	FMA20802	left lateral circumflex femoral artery
FMA20803	branch of lateral circumflex femoral artery	FMA20805	descending branch of lateral circumflex femoral artery
FMA20805	descending branch of lateral circumflex femoral artery	FMA21422	descending branch of right lateral circumflex femoral artery
FMA20805	descending branch of lateral circumflex femoral artery	FMA21423	descending branch of left lateral circumflex femoral artery
FMA21162	inferior epigastric vein	FMA21163	right inferior epigastric vein
FMA21162	inferior epigastric vein	FMA21164	left inferior epigastric vein
FMA21185	femoral vein	FMA21188	right femoral vein
FMA21185	femoral vein	FMA21189	left femoral vein
FMA21240	tributary of internal pudendal vein	FMA21354	deep dorsal vein of penis
FMA21376	great saphenous vein	FMA21379	right great saphenous vein
FMA21376	great saphenous vein	FMA21380	left great saphenous vein
FMA21378	tributary of great saphenous vein	FMA21383	tributary of superficial external pudendal vein
FMA21378	tributary of great saphenous vein	FMA44318	superficial epigastric vein
FMA21383	tributary of superficial external pudendal vein	FMA21384	superficial dorsal vein of penis
FMA21384	superficial dorsal vein of penis	FMA21385	right superficial dorsal vein of penis
FMA21384	superficial dorsal vein of penis	FMA21386	left superficial dorsal vein of penis
